dep_id	fips	quad	huc
10185188	f02290	q68153B1	h19040601
10185189	f01101	q33088SEH1	h03150110
10185190	f01015	q34086NWC2	h03150105
10185191	f01067	q32086NWG3	h03130003
10185192	f02290	q66150B3	h19040509
10185193	f01111	q34086SWC3	h03150109
10185194	f01015	q34086NWA2	h03150106
10185195	f01015	q34086NWC2	h03150105
10185196	f01121	q34088SEG3	h03150107
10185197	f01059	q35088SWB1	h06030006
10185198	f02180	q66165C6	h19050105
10185199	f01059	q35088SWB1	h06030006
10185200	f01059	q35088SWB1	h06030006
10185201	f01019	q34086NWE1	h03150105
10185202	fUS02	q66169C7	
10185203	f01031	q32088SEG3	h03140202
10185204	f02290	q67159B1	h19040608
10185205	f01013	q32088NED2	h03140303
10185206	f01015	q34086NWA1	h03150106
10185207	f02290	q69147A2	h19040203
10185208	f01015	q34086NWB2	h03150106
10185209	f02180	q66165C6	h19050105
10185210	f01005	q32086NWF3	h03140201
10185211	f01109	q32088NEH3	h03140301
10185212	f01015	q34086NWB3	h03150106
10185213	f01037	q33088NEE1	h03150107
10185214	f01051	q33088SEG1	h03150110
10185215	f01019	q34086NWE1	h03150105
10185216	f02180	q66162A5	h19050103
10185217	f01059	q35088NWC4	h06030005
10185218	f01005	q32086NWC2	h03140202
10185219	f02180	q65168C1	h19050104
10185220	f01005	q32086NWF2	h03130003
10185221	f01109	q32086NWB3	h03140202
10185222	f02188	q68159A3	h19050303
10185223	f02185	q69156A4	h19060301
10185224	f01031	q32088SEH1	h03140202
10185225	f01005	q32086NWF3	h03140201
10185226	f02290	q66153B1	h19040404
10185227	f02188	q68159A1	h19050302
10185228	f02180	q65165D4	h19050104
10185229	f02290	q66147C3	h19040402
10185230	f01111	q34086SWD2	h03150108
10185231	f02180	q65165C5	h19050104
10185232	f02290	q66147B2	h19040402
10185233	f01109	q32086NWA3	h03140202
10185234	f02180	q66162B5	h19050103
10185235	f01019	q35086SWE4	h03150105
10185236	f01013	q32088NEE2	h03140303
10185237	f02290	q68153B3	h19040601
10185238	f01041	q32088NEE3	h03140302
10185239	f01041	q32088NEE2	h03140302
10185240	f02290	q66147B3	h19040402
10185241	f01059	q35088NWC4	h06030005
10185242	f01005	q32086NWF2	h03130003
10185243	f01041	q32088NEE1	h03140302
10185244	f01109	q32086NWA2	h03140202
10185245	f01007	q34088SWG3	h03150202
10185246	f02180	q65168D1	h19050104
10185247	f02180	q66165D6	h19050201
10185248	f01069	q32086SWF3	h03130012
10185249	f01005	q32086NWF2	h03140201
10185250	f01005	q32086NWF3	h03140201
10185251	f01121	q34088SEG2	h03150107
10185252	f01059	q35088NWA4	h06030006
10185253	f01071	q35088NEH3	h06030001
10185254	f01041	q32088NEG4	h03140301
10185255	f13115	q35086SWF2	h03150105
10185256	f01109	q32086NWA3	h03140202
10185257	f02180	q66165A6	h19050105
10185258	f01013	q32088NED2	h03140303
10185259	f01019	q35086SWE4	h03150105
10185260	f02180	q66165C6	h19050105
10185261	f01013	q32088NED2	h03140303
10185263	f01117	q34088SEB3	h03150202
10185264	f01089	q35088NED4	h06030002
10185265	f01069	q32086SWE2	h03140201
10185266	f01109	q32088NEH2	h03140301
10185267	f02290	q66144B4	h19040401
10185268	f01027	q34086SWC3	h03150109
10185269	f01013	q32088NEB1	h03150203
10185270	f01073	q34088NEC4	h03160111
10185271	f02290	q68153A6	h19040603
10185272	f01097	q31090NEH3	h03160204
10185273	f01019	q34086NWE1	h03150105
10185274	f02290	q66147B3	h19040402
10185275	f01107	q34090SEG4	h03160106
10185276	f01019	q34086NWC1	h03150105
10185277	f01003	q31088NWB1	h03160204
10185278	f02180	q65168C1	h19050104
10185279	f01037	q33088NEH1	h03150109
10185280	f02290	q68150B3	h19040301
10185281	f01059	q35088NWB4	h06030006
10185282	f02180	q66169A3	h19050105
10185283	f02180	q66165C6	h19050105
10185284	f02180	q66169A3	h19050104
10185285	f02180	q65165D6	h19050105
10185286	f04005	q36112NWD4	h15020016
10185287	f02232	q59136D5	h19010302
10185288	f04003	q33112SEH2	h15050202
10185289	f04001	q35110NWB3	h15020002
10185290	f04003	q33110SWH3	h15040006
10185291	f02122	q61150B8	h19020302
10185292	f02090	q65150D1	h19040507
10185293	f02232	q59139B3	h19010302
10185294	f04001	q37110NWG2	h14080105
10185295	f02201	q57132A1	h19010101
10185296	f02232	q58137D8	h19010203
10185297	f04003	q32112NEF1	h15050202
10185298	f02150	q58154D4	h19020701
10185299	f02240	q64147A2	h19020101
10185300	f04001	q37110NWB1	h14080205
10185301	f02280	q56135D1	h19010101
10185302	f02261	q62147A6	h19020201
10185303	f04007	q34112SEB1	h15040007
10185304	f04003	q32110NWA1	h15050201
10185305	f02261	q62150A2	h19020201
10185306	f04003	q32112NEF1	h15050202
10185307	f04003	q33110SWG3	h15040006
10185308	f02201	q56135B3	h19010103
10185309	f02122	q61150D7	h19020302
10185310	f02232	q58137D4	h19010203
10185311	f02068	q64150B4	h19040508
10185313	f02170	q62150D7	h19020505
10185314	f02240	q64147C1	h19040503
10185315	f02122	q61150A7	h19020202
10185316	f02122	q61153B4	h19020301
10185317	f02201	q57132A2	h19010101
10185318	f02090	q65150D2	h19040509
10185319	f02068	q64153C2	h19040510
10185320	f04003	q32110SWA1	h15050202
10185321	f02122	q61150D7	h19020302
10185322	f02170	q62150D6	h19020505
10185323	f04001	q35110SWC4	h15060102
10185324	f02122	q61150D7	h19020302
10185325	f02240	q65144A3	h19040104
10185326	f04005	q37112NWE3	h14070006
10185327	f02201	q57134A5	h19010103
10185328	f02201	q56132D1	h19010101
10185329	f04001	q37110NWF3	h14080204
10185330	f02290	q63159B5	h19040803
10185331	f04001	q35110SWE4	h15020001
10185332	f02261	q61150D3	h19020201
10185333	f02180	q64172C6	h19050101
10185334	f04003	q32110NWF1	h15040006
10185335	f04003	q32110NWB1	h15050201
10185336	f04001	q37110NWF4	h14080105
10185337	f04013	q34112NWA1	h15060106
10185338	f02170	q62150D6	h19020505
10185339	f02122	q61150B7	h19020302
10185340	f02290	q64159C1	h19040802
10185341	f02240	q65144C2	h19040104
10185342	f02201	q56135D4	h19010103
10185343	f02261	q63144C6	h19020101
10185344	f02068	q65150A4	h19040508
10185345	f04007	q35112SWF4	h15060105
10185346	f02232	q59139D3	h19010302
10185347	f04007	q35112SWE3	h15060105
10185348	fUS02	q56135A2	
10185349	f02110	q58134D5	h19010201
10185350	f02201	q56135B3	h19010103
10185351	f02261	q62147C2	h19020102
10185352	f02068	q64153B3	h19040510
10185353	f02201	q55134D1	h19010103
10185354	f04007	q34112NEB4	h15060103
10185355	f02261	q61150D4	h19020201
10185356	f02220	q58137A4	h19010203
10185357	f04003	q32110NWG1	h15040006
10185358	f02122	q61153C3	h19020302
10185359	f04005	q36112NWE1	h15020016
10185360	f04003	q33110SWG3	h15040006
10185361	f04001	q35110SWG4	h15020001
10185362	f02050	q60162B6	h19030502
10185363	f02110	q59136B3	h19010301
10185364	f02261	q61147C4	h19020201
10185365	f04007	q34112NWH2	h15060103
10185366	f02261	q61150B2	h19020202
10185367	f02232	q58137D1	h19010204
10185368	f02170	q63153C2	h19020504
10185369	f04005	q37112SWF4	h15020018
10185370	f02050	q63156A2	h19030402
10185371	f02201	q56132A5	h19010102
10185372	f02130	q56132B5	h19010102
10185373	f02261	q62144A7	h19020103
10185374	f02170	q63153B3	h19020504
10185375	f04003	q32110SWA1	h15050202
10185376	f04005	q36114SEG3	h15010004
10185377	f02122	q61150D7	h19020302
10185378	f02261	q64147A1	h19020101
10185379	f02201	q56135B3	h19010103
10185380	f04005	q36114SEG2	h15010004
10185381	f02100	q60138C3	h19010303
10185382	f02100	q60138B4	h19010303
10185383	f02261	q62144B5	h19020103
10185384	f02201	q56135D4	h19010103
10185385	f02220	q58137A4	h19010203
10185386	f02220	q58137D7	h19010203
10185387	f02100	q59136D6	h19010302
10185388	f04007	q34112SEE1	h15040007
10185389	f02068	q65150A4	h19040507
10185390	f04001	q35110SWD4	h15020001
10185391	f02122	q60156C3	h19020602
10185392	f02261	q61150D4	h19020201
10185393	f02261	q61150D4	h19020201
10185394	f02261	q62144C7	h19020103
10185395	f02232	q58137B1	h19010204
10185396	f02261	q62144C8	h19020102
10185397	f04005	q36112SWD3	h15020015
10185398	f04005	q36114SEG3	h15060202
10185399	f04003	q33110SWD3	h15050201
10185400	f04003	q33110SWD3	h15050201
10185401	f04001	q37110NWH1	h14080201
10185402	f02170	q62150D7	h19020505
10185403	f04005	q36112SWD3	h15020015
10185404	f04001	q35110SWE3	h15020001
10185405	f04005	q36114NEH3	h15010004
10185406	f04007	q34112SEB3	h15050100
10185407	f02170	q62150C6	h19020402
10185408	f02170	q64150A6	h19020502
10185409	f02050	q63159A5	h19040803
10185410	f02290	q63159C3	h19030403
10185411	f02201	q57132B3	h19010101
10185412	fUS02	q62150A4	
10185413	f04005	q36112NWF3	h15020016
10185414	f02240	q65144B1	h19040104
10185415	f02122	q60153C4	h19020301
10185416	f02261	q62147A7	h19020201
10185417	f02170	q62150C7	h19020505
10185418	f04003	q32112NEF1	h15050202
10185419	f02280	q57132A6	h19010101
10185420	f04005	q37114SEG4	h15010004
10185421	f04003	q32112NEF2	h15050202
10185422	f02164	q58158C1	h19020702
10185423	f02122	q60153C2	h19020202
10185424	f02090	q65150D1	h19040506
10185425	f04003	q33110SWD3	h15050201
10185426	f02201	q56135D4	h19010103
10185427	f02122	q61150C7	h19020302
10185428	f02170	q63153C2	h19020504
10185429	f04003	q32110NWA1	h15050201
10185430	f02201	q57132A1	h19010101
10185431	f02068	q64153B1	h19040510
10185432	f04009	q33112NEG2	h15040005
10185433	f02261	q61150D5	h19020202
10185434	f04003	q33110SWA2	h15050201
10185435	f02170	q62150D7	h19020505
10185436	f02240	q65144A1	h19040104
10185437	f04001	q36110SWG3	h15020007
10185438	f02201	q55134D1	h19010103
10185439	f02020	q62150A6	h19020401
10185440	f02122	q61150D7	h19020302
10185441	f02290	q63156B2	h19030402
10185442	f02220	q57136D4	h19010203
10185443	f02122	q61150C7	h19020302
10185444	f04003	q33110SWD3	h15040006
10185445	f02201	q56132A5	h19010102
10185446	f02261	q61150A3	h19020202
10185447	f02090	q65150D3	h19040509
10185448	f04007	q34112NEA3	h15060103
10185449	f04007	q35112SEB3	h15060103
10185450	f02261	q62147A7	h19020201
10185451	f02240	q65147B1	h19040503
10185452	f02261	q61150D4	h19020201
10185453	f04007	q34112NED2	h15060103
10185454	f02100	q60138B2	h19010303
10185455	f02290	q63156B3	h19030402
10185456	f02201	q55132D3	h19010101
10185457	f02201	q56135A1	h19010103
10185458	f02170	q63153C3	h19020504
10185459	f04007	q34112SEB3	h15050100
10185460	f04003	q33110SWC3	h15050201
10185461	f02201	q56135A2	h19010103
10185462	f04005	q35112SEB2	h15020010
10185463	f02130	q56132A4	h19010102
10185464	f02261	q63147C1	h19020101
10185465	f02201	q55134D1	h19010103
10185466	f02130	q56132B6	h19010102
10185467	fUS02	q58137D8	
10185468	fUS02	q55134C1	
10185469	f02280	q57134B3	h19010202
10185470	f02261	q62144C8	h19020102
10185471	f04005	q37112NWD1	h14070006
10185472	f04003	q33112SEH4	h15050201
10185473	f02070	q60159B8	h19030304
10185474	f04003	q32110NWB2	h15080301
10185475	f02240	q65144D3	h19040401
10185476	f02201	q55134D3	h19010103
10185477	f02232	q59139C2	h19010302
10185478	f04005	q37112SWH3	h15020018
10185479	f04003	q32112NEH1	h15050202
10185480	f02232	q58137D3	h19010203
10185481	f02020	q62150A8	h19020401
10185482	f02280	q57134C1	h19010101
10185483	f02280	q57134B2	h19010202
10185484	fUS02	q60138A1	h19010301
10185485	f02090	q65150D1	h19040509
10185486	f04007	q34112NEA2	h15060103
10185487	f02122	q60150D5	h19020202
10185488	f04007	q34112NEA1	h15060103
10185489	f04007	q34112NEA2	h15060103
10185490	f02170	q62150D6	h19020505
10185491	f02261	q62147D4	h19020102
10185492	f02201	q55134D2	h19010103
10185493	f02122	q61150D7	h19020302
10185494	f02068	q64153C2	h19040510
10185495	f04003	q32112NEE2	h15050202
10185496	f02201	q57134A3	h19010103
10185497	f04003	q33110SWD3	h15050201
10185498	f02164	q57158B6	h19020702
10185499	f02261	q62144C6	h19020103
10185500	f02232	q59139D3	h19010302
10185501	f02261	q61147D7	h19020201
10185502	f02090	q65147B6	h19040505
10185503	f04001	q35110SWB2	h15020005
10185504	f02050	q60162B7	h19030502
10185505	f02201	q56132B2	h19010101
10185506	f02220	q58137C6	h19010203
10185507	f04007	q34112SEB1	h15060103
10185508	fUS02	q61150B3	
10185509	f02122	q61150D7	h19020302
10185510	f02261	q62147A7	h19020201
10185511	f02261	q61147C5	h19020201
10185512	f02240	q65144A1	h19040104
10185513	f02170	q63153C2	h19020504
10185514	f02220	q57136D4	h19010203
10185515	f02290	q63156B2	h19030402
10185516	f02290	q65156B5	h19040702
10185517	f02261	q63144A4	h19040501
10185518	f02261	q64147A1	h19020101
10185519	f04007	q34112NEB1	h15060103
10185520	f04003	q32110SWB1	h15080301
10185521	f04005	q36114SEH4	h15060202
10185522	f04003	q32110NWF1	h15040006
10185523	f02232	q59139C5	h19010302
10185524	f02261	q61147B5	h19020201
10185525	f02122	q61150A7	h19020202
10185526	f02170	q64150A1	h19020501
10185527	f02068	q64153C2	h19040510
10185528	f02122	q61150A7	h19020202
10185529	f02068	q64153C3	h19040510
10185531	f02050	q62159C4	h19030404
10185532	f02290	q64156B6	h19040802
10185533	f04003	q33110SWA2	h15050201
10185534	f04007	q34112NEA2	h15060103
10185535	f04003	q32110NWG1	h15040006
10185536	f02110	q59136B2	h19010301
10185537	f02261	q61150D3	h19020201
10185538	f04001	q35110NWC3	h15020004
10185539	fUS02	q59139B2	
10185540	f02170	q62150D6	h19020505
10185541	f02110	q59136B2	h19010301
10185542	f02130	q56132C5	h19010102
10185543	f02122	q61150D7	h19020302
10185544	f02261	q61150A3	h19020202
10185545	f02232	q59139D3	h19010302
10185546	f04003	q32112NEH3	h15050202
10185547	f02280	q57134A2	h19010202
10185548	f04001	q37110NWG4	h14080105
10185549	f02240	q64147B5	h19020501
10185550	f02122	q60150C8	h19020202
10185551	f02020	q62153A1	h19020401
10185552	f02261	q62147B5	h19020102
10185553	f02232	q59139D3	h19010302
10185554	f02261	q63147D1	h19020101
10185555	f02232	q60138A6	h19010302
10185556	f02232	q58137D3	h19010204
10185557	f02110	q59134A6	h19010201
10185558	f02170	q64150A6	h19020502
10185559	f04003	q33112SEH4	h15050201
10185560	f02261	q61147D8	h19020201
10185561	f04007	q34112SEA1	h15060103
10185562	f04003	q33110SWG2	h15040006
10185563	f02050	q60162B7	h19030502
10185564	f02170	q62150C1	h19020102
10185565	f02201	q56135B3	h19010103
10185566	f02050	q59163C5	h19030305
10185567	f02170	q63153B3	h19020504
10185568	f04003	q32112NEH3	h15050202
10185569	f02110	q59136B2	h19010301
10185570	f04007	q35112SWF3	h15060105
10185571	f04003	q32112NEF2	h15050202
10185572	f04007	q35112SEB4	h15060103
10185573	f04007	q35112SEB4	h15060103
10185574	f02122	q61150A7	h19020202
10185575	f04003	q32110NWG1	h15040006
10185576	f02068	q64153C2	h19040510
10185577	f02240	q65144D1	h19040401
10185578	f04003	q32110NWB2	h15080301
10185579	f02100	q59136D5	h19010301
10185580	f02261	q61147B4	h19020104
10185581	f02280	q57134C4	h19010202
10185582	f02290	q63159D1	h19040802
10185583	f04003	q33112SEE2	h15050203
10185584	f04007	q34112NEA2	h15060103
10185585	f02232	q58137D4	h19010203
10185586	f04003	q32110NWB1	h15050201
10185587	f02290	q65156B5	h19040702
10185588	f02090	q65150D2	h19040509
10185589	f02280	q57134C3	h19010202
10185590	f02070	q60159B7	h19030304
10185591	f02220	q58137A5	h19010203
10185592	f04003	q32112SEH1	h15050202
10185593	f02261	q63144B4	h19040501
10185594	f02122	q60153C5	h19020301
10185595	f02261	q61150D3	h19020201
10185596	f02110	q59136B2	h19010301
10185597	f02261	q63144A4	h19040501
10185598	f02232	q59139A2	h19010203
10185599	f04007	q34112NEB4	h15060103
10185600	f02170	q63153C3	h19020504
10185601	fUS02	q55132C2	
10185602	f04001	q35110SWG3	h15020001
10185603	f02232	q59139D3	h19010302
10185604	f02170	q62153B4	h19020601
10185605	f02261	q61147D7	h19020201
10185606	f02290	q64159B3	h19040802
10185607	f02240	q65144B1	h19040104
10185608	f02090	q65150D2	h19040506
10185609	f04001	q36110SWD4	h15020007
10185610	f02201	q55134D1	h19010103
10185611	f04003	q32110NWG1	h15040006
10185612	f04007	q34112SEC2	h15040007
10185613	f02290	q65156B6	h19040702
10185614	f02240	q64147C4	h19040504
10185615	f02201	q56135A1	h19010103
10185616	f02170	q62150D6	h19020505
10185617	f04003	q33110SWG3	h15040006
10185618	f04003	q32112NEH3	h15050202
10185619	f02170	q62150D7	h19020505
10185620	f02122	q61153C3	h19020302
10185621	f02261	q62147C5	h19020102
10185622	f04007	q34112NEB4	h15060103
10185623	f02130	q56132B6	h19010102
10185624	f04005	q36112SWD3	h15020015
10185625	fUS02	q61147D7	
10185626	f02150	q58154D2	h19020701
10185627	f02170	q63153C2	h19020504
10185628	f02261	q63144C5	h19020101
10185629	f02180	q64172C5	h19050101
10185630	f02261	q62144C5	h19020103
10185631	f02220	q58137C7	h19010203
10185632	f04005	q35112NWG4	h15020008
10185633	f02261	q63144A4	h19040501
10185634	f04001	q37110SWC2	h14080204
10185635	f02261	q62147B4	h19020104
10185636	f02201	q57134A5	h19010103
10185637	f02122	q61150C7	h19020302
10185638	f02070	q61159A1	h19030302
10185639	f02240	q65144D4	h19040401
10185640	f02122	q61150C8	h19020302
10185641	f02164	q61156B4	h19030205
10185642	fUS02	q62150A4	
10185643	f02068	q64150C4	h19040508
10185644	f02110	q59136C3	h19010301
10185645	f02290	q65156B5	h19040702
10185646	f02240	q64147B5	h19040504
10185647	f02180	q64172C5	h19050101
10185648	f02122	q60156C2	h19020602
10185649	f04003	q32112NEF3	h15050202
10185650	f02261	q61150B2	h19020202
10185651	f04003	q32110NWB2	h15080301
10185652	fUS02	q58137D6	
10185653	f02261	q61147B7	h19020201
10185654	f04007	q35112SWF4	h15060105
10185655	f02122	q61150D7	h19020302
10185656	f02201	q55134D1	h19010103
10185657	f02232	q58137D7	h19010203
10185658	f02232	q59136D6	h19010302
10185659	f04007	q34112NED2	h15060103
10185660	f02130	q56132B5	h19010102
10185661	f02110	q59136B2	h19010301
10185662	f02020	q62150A8	h19020401
10185663	f04007	q34112SEA1	h15060103
10185664	f02170	q63153C2	h19020504
10185665	f02122	q61150D7	h19020302
10185666	f02090	q65150D3	h19040509
10185667	f02201	q56135A2	h19010103
10185668	f02110	q59136D4	h19010301
10185669	f02261	q61150B2	h19020202
10185670	f02170	q64150A1	h19020501
10185671	f04003	q33112SEH4	h15050201
10185672	f02170	q62150C1	h19020402
10185673	f02170	q63153B2	h19020504
10185674	f02100	q60138B3	h19010303
10185675	f04003	q32112SEH2	h15050202
10185676	f02050	q62159D4	h19030501
10185677	f04007	q34112NEB1	h15060103
10185678	f02232	q59139D2	h19010302
10185679	fUS02	q55134D3	
10185680	f02090	q65147C4	h19040505
10185681	f02170	q63150D2	h19020501
10185682	f02232	q59139B4	h19010302
10185683	f02261	q62144C8	h19020102
10185684	f02170	q63150D3	h19020501
10185685	f04003	q32112NEE2	h15050202
10185686	f04007	q34112SEB4	h15050100
10185687	f02261	q61150A3	h19020202
10185688	f04003	q32110NWG1	h15040006
10185689	f02170	q64150A1	h19020501
10185690	f02261	q62144C8	h19020103
10185691	f04007	q34112SEA1	h15060103
10185692	f04001	q37110NWF4	h14080204
10185693	f02150	q58154D5	h19020701
10185694	f02201	q56135B3	h19010103
10185695	f02170	q63153C2	h19020504
10185696	f02232	q59139D3	h19010302
10185697	f02068	q65150A4	h19040507
10185699	f02068	q65150A4	h19040507
10185700	f02290	q63159D2	h19040802
10185701	f02122	q61150C7	h19020302
10185702	f02232	q58137D1	h19010204
10185703	f02122	q61150B7	h19020302
10185704	f02290	q64156B3	h19030401
10185705	f02070	q61159C8	h19030501
10185706	f02261	q62147A7	h19020201
10185707	f02020	q62150A8	h19020401
10185708	f02201	q55134D1	h19010103
10185709	f02261	q61147C5	h19020201
10185710	f04003	q33110SWE2	h15040006
10185711	f02261	q61150B2	h19020202
10185712	f02201	q57134B5	h19010103
10185713	f04005	q36112SWC3	h15020015
10185714	f04003	q33110SWC3	h15050201
10185715	f02201	q57132A1	h19010101
10185716	f04007	q35112SWF3	h15060105
10185717	f02261	q61150A3	h19020202
10185718	f02068	q64153A3	h19040510
10185719	f04005	q36112SWD1	h15020016
10185720	f02290	q64159B3	h19040802
10185721	f04005	q36112SWD3	h15020015
10185722	f02261	q61150B2	h19020202
10185723	f04005	q36112NWE1	h15020018
10185724	f02013	q56162A3	h19030101
10185725	f02261	q61150A3	h19020202
10185726	f02240	q65144D2	h19040401
10185727	f04007	q35112SEB4	h15060103
10185728	f04003	q32112NEH3	h15050202
10185729	f02240	q64147B5	h19040504
10185730	f02170	q62150C5	h19020402
10185731	f04003	q32110NWF1	h15040006
10185732	f02261	q62147A5	h19020104
10185733	f02170	q62153D1	h19020505
10185734	f02240	q65150A1	h19040507
10185736	f02170	q62153C3	h19020505
10185737	f02100	q60138A2	h19010303
10185738	f04001	q36110SWE3	h15020007
10185739	f02232	q59139C4	h19010302
10185740	f02280	q57134D6	h19010202
10185741	f02110	q59136B2	h19010301
10185742	f02110	q59136C3	h19010301
10185743	f04007	q34112NEA3	h15060103
10185744	f02261	q61150D4	h19020201
10185745	f02240	q64144A1	h19040102
10185746	f04005	q36112NWF3	h15020016
10185747	f02170	q64150A6	h19020502
10185748	f02220	q58137C7	h19010203
10185749	f04003	q32110NWA1	h15050201
10185750	f04007	q35112SWE2	h15060203
10185751	f04005	q36114SEH2	h15060202
10185752	f02240	q64147B4	h19040504
10185753	f04005	q36114NEH4	h15010004
10185754	f02280	q57132B5	h19010101
10185755	f02290	q64159A2	h19040802
10185756	f02122	q60153C2	h19020202
10185757	f02013	q57161D4	h19030201
10185758	f04005	q36114SEG2	h15010004
10185759	f02201	q57134A5	h19010103
10185760	f04007	q34112NWG1	h15060105
10185761	f02232	q58134C4	h19010201
10185762	f04005	q37112NWC2	h14070007
10185763	f04003	q32112NEG1	h15050202
10185764	f02261	q62147C2	h19020102
10185765	f02261	q61150D3	h19020201
10185766	f02110	q59136B2	h19010301
10185767	f02170	q64150A1	h19020501
10185768	f04003	q33112SEH4	h15050201
10185769	f02261	q62147D1	h19020102
10185770	fUS02	q55134D3	
10185771	fUS02	q61150A3	
10185772	f04005	q35112NWF3	h15020008
10185773	f04003	q32110NWB2	h15080301
10185774	f02122	q61150D8	h19020302
10185775	f02170	q64150B1	h19020501
10185776	f04001	q35110SWB3	h15020005
10185777	f02100	q60138A2	h19010303
10185778	f02170	q62150D6	h19020505
10185779	f02240	q64147B4	h19040504
10185780	f02261	q61147D7	h19020201
10185781	f02261	q63144A2	h19040501
10185782	f02170	q63150D3	h19020501
10185783	f02122	q61150C7	h19020302
10185784	f04005	q36112SWB3	h15060202
10185785	f02090	q65150D2	h19040509
10185786	f04003	q33110SWG3	h15040006
10185787	f02170	q62150D2	h19020402
10185788	f02201	q56135D5	h19010103
10185789	f02110	q58134D6	h19010201
10185790	f04003	q32112NEE1	h15050202
10185791	f02090	q65150D3	h19040509
10185792	f04007	q34112SEA1	h15060103
10185793	f02122	q60156A4	h19020602
10185794	f02068	q65150A5	h19040508
10185795	f02240	q63144A1	h19040101
10185796	f02261	q63144A2	h19040501
10185797	f02170	q63150D3	h19020501
10185798	f04007	q34112NEE2	h15060103
10185799	f02150	q58154D6	h19020701
10185800	f04003	q32112NEE1	h15050202
10185801	f02164	q60156D4	h19030206
10185802	f02261	q62147A7	h19020201
10185803	f02110	q59136A3	h19010204
10185804	f02240	q65144C1	h19040401
10185805	f02068	q65153A4	h19040510
10185806	f04007	q34112NEF4	h15040007
10185807	f04001	q37110NWG1	h14080201
10185808	f04007	q34112NEA1	h15060103
10185809	f02282	q59139D5	h19010401
10185810	f02261	q62144B5	h19020103
10185811	f02170	q63153B4	h19020504
10185812	f02068	q64153C2	h19040510
10185813	f04005	q36112SWD2	h15020016
10185814	f02170	q64150A1	h19020501
10185815	f02122	q61150B8	h19020302
10185816	f02261	q62147A5	h19020201
10185817	f04007	q34112SEB1	h15060103
10185818	f02240	q64147D4	h19040504
10185819	f02150	q58154D2	h19020701
10185820	f02232	q59139D3	h19010302
10185821	f02261	q64147A4	h19020102
10185822	f02240	q64147B4	h19040504
10185823	f02220	q58137D7	h19010203
10185824	f04003	q33112SEE2	h15050203
10185825	f02290	q63156A3	h19030402
10185826	f02240	q64144D5	h19040104
10185827	f02110	q59136B2	h19010301
10185828	f04007	q34112SEB1	h15060103
10185829	f04003	q33110SWD3	h15040006
10185830	f02130	q56132A6	h19010102
10185831	f04007	q34112SEB1	h15060103
10185832	f02170	q64150A2	h19020501
10185833	f02170	q64150A2	h19020501
10185834	f04003	q33112SEH4	h15050201
10185835	f04003	q32110SWA1	h15080301
10185836	f02150	q58156B2	h19020701
10185837	f02110	q59136B2	h19010301
10185838	f04003	q33110SWD3	h15050201
10185839	f02261	q61147D2	h19020104
10185840	f02261	q62147A8	h19020201
10185841	f04003	q32110SWA1	h15050202
10185842	f02232	q59139C4	h19010302
10185843	f02261	q63144A4	h19040501
10185844	f02068	q64153C3	h19040510
10185845	f04007	q35112SWD3	h15060203
10185846	f04007	q35112SWF3	h15060105
10185847	f02290	q64159A1	h19040802
10185848	f02201	q56132B3	h19010101
10185849	f02261	q63144B5	h19040501
10185850	f04003	q33112SEF2	h15050203
10185851	f04003	q32112SEE1	h15050202
10185852	f02220	q57136D4	h19010203
10185853	f02261	q61147C5	h19020201
10185854	f02232	q58134C4	h19010201
10185855	f02280	q57134A1	h19010101
10185856	f04005	q36112SWA2	h15060202
10185857	f02232	q59139D3	h19010302
10185858	f04007	q34112NEH2	h15060102
10185859	f04003	q33112SEH4	h15050202
10185860	f02232	q59139B1	h19010203
10185861	f04003	q33110SWB2	h15050201
10185862	f02290	q64159B2	h19040802
10185863	f02261	q62150A1	h19020201
10185864	f02090	q65150D2	h19040509
10185865	f02170	q63150C4	h19020503
10185866	f04007	q35112SWF3	h15060105
10185867	f04001	q37110NWG2	h14080201
10185868	f04001	q36110SWD4	h15020007
10185869	f02232	q58134C4	h19010201
10185870	f02110	q59136B1	h19010301
10185871	f02122	q61150D7	h19020302
10185872	f02150	q58154D4	h19020701
10185873	f04007	q35112SWF3	h15060105
10185874	f02170	q63150D2	h19020501
10185875	f04003	q33110SWA2	h15050201
10185876	f02068	q64150B3	h19040508
10185877	f02170	q64147B6	h19020501
10185878	f04003	q32112SEF1	h15050202
10185879	f02170	q62150D7	h19020505
10185880	f04001	q37110NWF4	h14080105
10185881	f04003	q33110SWB3	h15050201
10185882	f02261	q62147B4	h19020104
10185883	f02170	q64150A1	h19020501
10185884	f02261	q62147C1	h19020102
10185885	f04007	q35112SWH4	h15060105
10185886	f02261	q62144C7	h19020103
10185887	f04003	q32110NWB3	h15080301
10185888	f02240	q65144B1	h19040104
10185889	f04005	q37112SWG4	h15020018
10185890	f02240	q65144A5	h19040104
10185891	f02261	q64147A2	h19020101
10185892	f04007	q34112SEB4	h15050100
10185893	f04005	q36112NWE1	h15020018
10185894	f04005	q37114SWG4	h15010002
10185895	f04009	q33112NEF1	h15040005
10185896	f04005	q36112SWC3	h15020015
10185897	fUS02	q56132A5	
10185898	f02170	q63153B4	h19020504
10185899	f02068	q64153C2	h19040510
10185900	f02122	q61150C7	h19020302
10185901	f04001	q37110SWA2	h15020013
10185902	f04001	q34110NWD3	h15060101
10185903	f02050	q60162B7	h19030502
10185904	f02110	q59136D4	h19010301
