sample_id,patch_filename,patch_path,label,spatial_block_id,spatial_split
MN_BG_0311,patch_MN_BG_0311.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0311.npy,0,19_82,train
MN_BG_0312,patch_MN_BG_0312.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0312.npy,0,19_83,train
MN_BG_0313,patch_MN_BG_0313.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0313.npy,0,21_78,train
MN_BG_0314,patch_MN_BG_0314.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0314.npy,0,20_83,test
MN_BG_0315,patch_MN_BG_0315.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0315.npy,0,20_80,train
MN_BG_0316,patch_MN_BG_0316.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0316.npy,0,21_85,test
MN_BG_0317,patch_MN_BG_0317.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0317.npy,0,21_79,train
MN_BG_0318,patch_MN_BG_0318.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0318.npy,0,20_85,train
MN_BG_0319,patch_MN_BG_0319.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0319.npy,0,18_82,train
MN_BG_0320,patch_MN_BG_0320.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0320.npy,0,18_83,validation
MN_BG_0321,patch_MN_BG_0321.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0321.npy,0,14_75,train
MN_BG_0322,patch_MN_BG_0322.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0322.npy,0,21_79,train
MN_BG_0323,patch_MN_BG_0323.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0323.npy,0,18_83,validation
MN_BG_0324,patch_MN_BG_0324.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0324.npy,0,22_83,train
MN_BG_0325,patch_MN_BG_0325.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0325.npy,0,22_84,train
MN_BG_0326,patch_MN_BG_0326.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0326.npy,0,15_76,test
MN_BG_0327,patch_MN_BG_0327.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0327.npy,0,21_79,train
MN_BG_0328,patch_MN_BG_0328.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0328.npy,0,22_78,test
MN_BG_0329,patch_MN_BG_0329.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0329.npy,0,15_76,test
MN_BG_0330,patch_MN_BG_0330.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0330.npy,0,18_84,train
MN_BG_0331,patch_MN_BG_0331.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0331.npy,0,19_86,train
MN_BG_0332,patch_MN_BG_0332.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0332.npy,0,13_76,train
MN_BG_0333,patch_MN_BG_0333.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0333.npy,0,19_83,train
MN_BG_0334,patch_MN_BG_0334.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0334.npy,0,20_83,test
MN_BG_0335,patch_MN_BG_0335.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0335.npy,0,21_80,validation
MN_BG_0336,patch_MN_BG_0336.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0336.npy,0,18_83,validation
MN_BG_0337,patch_MN_BG_0337.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0337.npy,0,14_76,validation
MN_BG_0338,patch_MN_BG_0338.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0338.npy,0,18_84,train
MN_BG_0339,patch_MN_BG_0339.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0339.npy,0,13_74,validation
MN_BG_0340,patch_MN_BG_0340.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0340.npy,0,15_75,test
MN_BG_0341,patch_MN_BG_0341.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0341.npy,0,20_78,train
MN_BG_0342,patch_MN_BG_0342.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0342.npy,0,14_75,train
MN_BG_0343,patch_MN_BG_0343.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0343.npy,0,18_83,validation
MN_BG_0344,patch_MN_BG_0344.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0344.npy,0,20_85,train
MN_BG_0345,patch_MN_BG_0345.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0345.npy,0,20_83,test
MN_BG_0346,patch_MN_BG_0346.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0346.npy,0,15_74,train
MN_BG_0347,patch_MN_BG_0347.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0347.npy,0,19_86,train
MN_BG_0348,patch_MN_BG_0348.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0348.npy,0,18_84,train
MN_BG_0349,patch_MN_BG_0349.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0349.npy,0,19_84,test
MN_BG_0350,patch_MN_BG_0350.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0350.npy,0,22_79,train
MN_BG_0351,patch_MN_BG_0351.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0351.npy,0,18_85,train
MN_BG_0352,patch_MN_BG_0352.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0352.npy,0,20_83,test
MN_BG_0353,patch_MN_BG_0353.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0353.npy,0,21_78,train
MN_BG_0354,patch_MN_BG_0354.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0354.npy,0,20_84,test
MN_BG_0355,patch_MN_BG_0355.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0355.npy,0,21_84,train
MN_BG_0356,patch_MN_BG_0356.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0356.npy,0,15_74,train
MN_BG_0357,patch_MN_BG_0357.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0357.npy,0,15_75,test
MN_BG_0358,patch_MN_BG_0358.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0358.npy,0,18_84,train
MN_BG_0359,patch_MN_BG_0359.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0359.npy,0,15_74,train
MN_BG_0360,patch_MN_BG_0360.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0360.npy,0,18_84,train
MN_BG_0361,patch_MN_BG_0361.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0361.npy,0,18_83,validation
MN_BG_0362,patch_MN_BG_0362.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0362.npy,0,19_85,train
MN_BG_0363,patch_MN_BG_0363.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0363.npy,0,21_80,validation
MN_BG_0364,patch_MN_BG_0364.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0364.npy,0,21_78,train
MN_BG_0365,patch_MN_BG_0365.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0365.npy,0,16_75,train
MN_BG_0366,patch_MN_BG_0366.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0366.npy,0,22_79,train
MN_BG_0367,patch_MN_BG_0367.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0367.npy,0,21_80,validation
MN_BG_0368,patch_MN_BG_0368.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0368.npy,0,21_83,train
MN_BG_0369,patch_MN_BG_0369.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0369.npy,0,21_79,train
MN_BG_0370,patch_MN_BG_0370.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0370.npy,0,22_79,train
MN_BG_0371,patch_MN_BG_0371.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0371.npy,0,18_84,train
MN_BG_0372,patch_MN_BG_0372.npy,d:\mangan ai\data\training\patches\patch_MN_BG_0372.npy,0,18_84,train
