occurrence_id,latitude,longitude,state,label,b2_blue,b3_green,b4_red,b8_nir,b11_swir1,b12_swir2,ferrous_iron_index,swir_alteration_index,clay_carbonate_index,ndvi,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,tri_roughness,dist_to_fault_km,dist_to_lineament_km,lithology,spatial_block_id,spatial_split
MN_BG_0078,18.87547,85.30153,Odisha,0,0.0796,0.1472,0.192,0.4464,0.1809,0.1758,2.4132,1.0295,0.4053,0.3985,425.09,2.39,350.89,-0.1583,0.9874,14.98,15.36,8.56,Alluvial Quaternary Plains,18_85,train
MN_BG_0079,22.20112,86.40362,Odisha,0,0.1035,0.1599,0.1575,0.2436,0.2399,0.1222,1.5225,1.9633,0.9847,0.2147,157.47,4.93,124.57,0.8235,-0.5674,8.75,25.7,1.5,Alluvial Quaternary Plains,22_86,train
MN_BG_0080,18.46514,83.57977,Andhra Pradesh,0,0.1186,0.1161,0.2232,0.4089,0.1658,0.2004,1.881,0.827,0.4054,0.2939,219.76,5.83,221.98,-0.6688,-0.7434,12.02,11.39,2.84,Schist Gneiss Complex,18_83,validation
MN_BG_0081,19.23156,84.12555,Andhra Pradesh,0,0.107,0.149,0.1981,0.372,0.2374,0.1917,1.8516,1.2385,0.6382,0.305,280.93,9.7,14.67,0.2533,0.9674,7.61,15.48,7.2,Schist Gneiss Complex,19_84,test
MN_BG_0082,20.21297,85.14769,Odisha,0,0.0797,0.1376,0.2293,0.4205,0.2207,0.1252,2.8757,1.7623,0.5249,0.2942,180.69,1.27,195.29,-0.2637,-0.9646,13.29,8.16,1.5,Sandstone Sedimentary,20_85,train
MN_BG_0083,14.09552,75.4552,Karnataka,0,0.0722,0.1672,0.1609,0.441,0.2182,0.2215,2.2281,0.985,0.4949,0.4653,414.6,7.47,276.38,-0.9938,0.1111,20.92,8.66,7.09,Deccan Basalt Trap,14_75,train
MN_BG_0084,19.86116,85.10661,Odisha,0,0.0959,0.1634,0.2186,0.4482,0.1997,0.1631,2.2803,1.2247,0.4457,0.3443,321.27,3.18,300.96,-0.8575,0.5144,1.0,3.23,11.97,Schist Gneiss Complex,19_85,train
MN_BG_0085,18.78241,84.13857,Andhra Pradesh,0,0.0824,0.141,0.1896,0.2359,0.2212,0.1317,2.3013,1.6797,0.9377,0.1089,434.91,0.26,208.59,-0.4785,-0.8781,5.76,12.67,2.99,Schist Gneiss Complex,18_84,train
MN_BG_0086,22.17278,78.52077,Madhya Pradesh / Maharashtra,0,0.0953,0.1479,0.1876,0.2745,0.1929,0.226,1.9684,0.8532,0.7025,0.1881,314.8,0.2,161.56,0.3163,-0.9487,5.87,13.28,1.5,Alluvial Quaternary Plains,22_78,test
MN_BG_0087,18.76425,84.70745,Andhra Pradesh,0,0.0752,0.1287,0.1855,0.3593,0.2099,0.184,2.4686,1.1409,0.5844,0.3189,353.65,8.11,160.69,0.3306,-0.9438,9.2,9.32,1.5,Deccan Basalt Trap,18_84,train
MN_BG_0088,20.99675,79.0316,Madhya Pradesh / Maharashtra,0,0.0631,0.1512,0.167,0.2614,0.1724,0.1324,2.6459,1.3021,0.6595,0.2205,388.05,10.35,143.06,0.601,-0.7992,11.59,7.84,9.27,Deccan Basalt Trap,20_79,validation
MN_BG_0089,21.31701,80.73812,Madhya Pradesh / Maharashtra,0,0.0948,0.1203,0.2026,0.2988,0.2345,0.1351,2.137,1.736,0.7848,0.1919,295.75,5.56,58.46,0.8523,0.5231,10.9,2.04,2.14,Sandstone Sedimentary,21_80,validation
MN_BG_0090,21.20849,80.02175,Madhya Pradesh / Maharashtra,0,0.1187,0.1299,0.1421,0.2762,0.2763,0.2238,1.197,1.2349,1.0006,0.3205,217.09,3.99,286.38,-0.9594,0.2821,9.62,30.11,7.34,Sandstone Sedimentary,21_80,validation
MN_BG_0091,19.07489,84.20055,Andhra Pradesh,0,0.0946,0.1279,0.1591,0.3591,0.2045,0.224,1.6814,0.9132,0.5695,0.386,266.42,3.68,39.28,0.6331,0.7741,13.39,31.19,4.61,Deccan Basalt Trap,19_84,test
MN_BG_0092,22.20463,79.22955,Madhya Pradesh / Maharashtra,0,0.1121,0.1301,0.1756,0.3693,0.206,0.1956,1.5662,1.0529,0.5578,0.3554,352.48,8.71,136.95,0.6826,-0.7308,16.61,9.54,7.26,Schist Gneiss Complex,22_79,train
MN_BG_0093,20.06656,82.56307,Odisha,0,0.0952,0.1135,0.2171,0.3946,0.2301,0.1851,2.28,1.243,0.583,0.2902,143.24,5.71,171.61,0.1459,-0.9893,12.59,16.49,10.06,Sandstone Sedimentary,20_82,train
MN_BG_0094,21.65405,84.35271,Odisha,0,0.1138,0.1057,0.2546,0.3706,0.2132,0.1437,2.2368,1.4841,0.5753,0.1856,93.29,1.01,59.88,0.865,0.5018,8.12,11.53,5.92,Deccan Basalt Trap,21_84,train
MN_BG_0095,16.00994,75.79678,Karnataka,0,0.0949,0.1072,0.2261,0.312,0.2967,0.2188,2.3838,1.3563,0.9512,0.1596,194.72,5.39,309.39,-0.7728,0.6346,6.34,4.2,12.62,Alluvial Quaternary Plains,16_75,train
MN_BG_0096,22.2684,79.47641,Madhya Pradesh / Maharashtra,0,0.0652,0.1653,0.1848,0.3411,0.1757,0.1203,2.8337,1.4606,0.5152,0.2971,336.22,5.94,213.67,-0.5545,-0.8322,17.5,18.94,8.32,Schist Gneiss Complex,22_79,train
MN_BG_0097,21.37724,80.58355,Madhya Pradesh / Maharashtra,0,0.1062,0.1445,0.1707,0.2895,0.2625,0.2221,1.6072,1.1816,0.9067,0.2582,382.6,6.91,276.0,-0.9945,0.1045,7.52,2.0,2.15,Schist Gneiss Complex,21_80,validation
MN_BG_0098,20.83782,79.97653,Madhya Pradesh / Maharashtra,0,0.0964,0.1437,0.1678,0.3099,0.2432,0.1796,1.7405,1.3542,0.7848,0.2974,188.52,2.79,154.15,0.436,-0.9,15.06,15.17,9.43,Sandstone Sedimentary,20_79,validation
MN_BG_0099,18.16691,83.1874,Andhra Pradesh,0,0.1035,0.1463,0.1729,0.2383,0.172,0.2273,1.6711,0.7567,0.7218,0.159,237.65,2.16,81.6,0.9893,0.1461,6.15,8.78,1.5,Alluvial Quaternary Plains,18_83,validation
MN_BG_0100,18.30383,83.97202,Andhra Pradesh,0,0.1128,0.1521,0.204,0.2946,0.2066,0.2003,1.808,1.0314,0.7014,0.1818,272.22,10.22,167.47,0.2169,-0.9762,10.18,2.0,6.61,Schist Gneiss Complex,18_83,validation
MN_BG_0101,18.93627,85.46702,Odisha,0,0.0721,0.1429,0.1516,0.3236,0.2659,0.1617,2.1039,1.6441,0.8216,0.3619,388.22,7.03,333.78,-0.4418,0.8971,6.36,2.0,35.0,Schist Gneiss Complex,18_85,train
MN_BG_0102,18.70194,84.51566,Andhra Pradesh,0,0.0913,0.1499,0.1507,0.3937,0.1779,0.2191,1.6513,0.8118,0.4518,0.4464,163.36,7.32,13.02,0.2253,0.9743,12.33,4.33,2.44,Deccan Basalt Trap,18_84,train
MN_BG_0103,18.5681,86.52892,Odisha,0,0.0932,0.1244,0.1876,0.3229,0.2441,0.1819,2.0127,1.342,0.756,0.2649,289.45,7.72,357.18,-0.0493,0.9988,6.96,32.01,1.5,Deccan Basalt Trap,18_86,train
MN_BG_0104,19.79862,86.27529,Odisha,0,0.1121,0.1645,0.2348,0.2901,0.1713,0.1684,2.0949,1.0176,0.5906,0.1053,331.76,6.81,124.6,0.8232,-0.5678,4.91,44.56,8.19,Alluvial Quaternary Plains,19_86,train
MN_BG_0105,21.01204,80.48263,Madhya Pradesh / Maharashtra,0,0.1154,0.139,0.2128,0.3959,0.1845,0.1803,1.8441,1.0231,0.466,0.3009,194.14,4.28,132.31,0.7395,-0.6732,10.53,6.8,2.99,Deccan Basalt Trap,21_80,validation
MN_BG_0106,18.57137,83.1902,Andhra Pradesh,0,0.0984,0.1173,0.2144,0.3695,0.1813,0.1274,2.1772,1.4234,0.4906,0.2658,294.86,4.56,20.94,0.3574,0.934,14.46,50.0,1.5,Schist Gneiss Complex,18_83,validation
MN_BG_0107,16.15593,74.91754,Karnataka,0,0.0685,0.1097,0.1764,0.2432,0.2569,0.1275,2.5737,2.0153,1.0562,0.1593,304.45,5.21,293.03,-0.9203,0.3912,2.36,11.73,5.99,Sandstone Sedimentary,16_74,test
MN_BG_0108,21.00914,80.53919,Madhya Pradesh / Maharashtra,0,0.087,0.1156,0.1841,0.3152,0.2759,0.208,2.1167,1.326,0.875,0.2626,372.12,3.47,6.91,0.1203,0.9927,1.0,3.61,11.43,Deccan Basalt Trap,21_80,validation
MN_BG_0109,18.6959,83.38736,Andhra Pradesh,0,0.0607,0.1193,0.2571,0.4044,0.2943,0.1785,4.2337,1.6486,0.7279,0.2226,300.76,2.28,163.58,0.2827,-0.9592,3.73,4.71,10.7,Schist Gneiss Complex,18_83,validation
MN_BG_0110,14.5149,75.38343,Karnataka,0,0.0876,0.1628,0.2471,0.4397,0.2702,0.1578,2.8212,1.7115,0.6144,0.2806,286.39,3.38,91.68,0.9996,-0.0293,15.8,22.06,1.5,Schist Gneiss Complex,14_75,train
MN_BG_0111,18.59992,84.14696,Andhra Pradesh,0,0.0996,0.1716,0.2164,0.3612,0.1693,0.1822,2.1735,0.9293,0.4688,0.2507,331.4,3.17,184.4,-0.0767,-0.9971,7.58,2.0,10.08,Alluvial Quaternary Plains,18_84,train
MN_BG_0112,13.69239,74.23633,Karnataka,0,0.1174,0.159,0.1824,0.2882,0.209,0.213,1.5537,0.9812,0.725,0.2248,298.1,2.06,62.68,0.8885,0.459,10.65,2.0,8.64,Schist Gneiss Complex,13_74,validation
MN_BG_0113,18.34456,83.0377,Andhra Pradesh,0,0.0649,0.1774,0.1755,0.3969,0.2475,0.1658,2.7021,1.4922,0.6234,0.3869,260.96,4.45,221.4,-0.6614,-0.7501,11.07,9.07,1.5,Deccan Basalt Trap,18_83,validation
MN_BG_0114,22.07794,79.17349,Madhya Pradesh / Maharashtra,0,0.1188,0.1482,0.2099,0.3921,0.2736,0.1988,1.7668,1.3766,0.698,0.3026,400.22,4.11,334.11,-0.4366,0.8996,5.14,3.05,3.72,Sandstone Sedimentary,22_79,train
MN_BG_0115,21.50305,79.90976,Madhya Pradesh / Maharashtra,0,0.1166,0.1193,0.1546,0.2654,0.2842,0.1975,1.3259,1.4388,1.0706,0.2639,367.44,3.45,310.09,-0.765,0.644,11.85,7.41,14.76,Schist Gneiss Complex,21_79,train
MN_BG_0116,14.36416,76.45956,Karnataka,0,0.0762,0.1432,0.2274,0.2448,0.2559,0.131,2.9852,1.9534,1.0454,0.037,216.77,5.16,54.24,0.8115,0.5843,10.65,5.03,4.27,Alluvial Quaternary Plains,14_76,validation
MN_BG_0117,21.32238,85.13134,Odisha,0,0.0664,0.1121,0.1513,0.3527,0.2828,0.1721,2.2794,1.6436,0.8017,0.3998,308.56,1.58,292.23,-0.9257,0.3783,10.66,3.91,1.72,Schist Gneiss Complex,21_85,test
MN_BG_0118,21.8521,79.21514,Madhya Pradesh / Maharashtra,0,0.1045,0.1652,0.2138,0.3782,0.2125,0.1846,2.0451,1.1511,0.5619,0.2777,320.75,8.79,302.39,-0.8444,0.5356,8.83,21.45,1.5,Alluvial Quaternary Plains,21_79,train
MN_BG_0119,18.65267,83.22449,Andhra Pradesh,0,0.0831,0.1515,0.2336,0.27,0.1793,0.1996,2.8109,0.8984,0.6642,0.0721,252.54,1.66,144.84,0.5759,-0.8175,8.62,15.42,1.5,Deccan Basalt Trap,18_83,validation
MN_BG_0120,15.39795,74.35841,Karnataka,0,0.0892,0.1479,0.2123,0.2253,0.2051,0.1964,2.3797,1.0444,0.9104,0.0298,386.78,6.57,268.53,-0.9997,-0.0256,5.23,48.19,1.88,Schist Gneiss Complex,15_74,train
MN_BG_0121,18.67639,83.67223,Andhra Pradesh,0,0.0673,0.1588,0.1683,0.3054,0.1688,0.2162,2.4992,0.7807,0.5525,0.2895,359.58,7.85,107.8,0.9521,-0.3057,10.32,8.23,1.57,Sandstone Sedimentary,18_83,validation
MN_BG_0122,22.3858,80.21861,Madhya Pradesh / Maharashtra,0,0.1044,0.176,0.1644,0.3501,0.2972,0.1398,1.5743,2.125,0.8488,0.361,192.65,7.35,211.13,-0.517,-0.856,15.2,14.35,21.23,Sandstone Sedimentary,22_80,train
MN_BG_0123,18.43577,86.16673,Odisha,0,0.0735,0.1302,0.1954,0.3306,0.2209,0.2325,2.6574,0.9503,0.6682,0.257,371.83,9.48,17.94,0.3081,0.9514,7.4,30.71,5.11,Alluvial Quaternary Plains,18_86,train
MN_BG_0124,21.25239,78.60257,Madhya Pradesh / Maharashtra,0,0.0622,0.1221,0.1731,0.401,0.2965,0.1645,2.7835,1.8018,0.7393,0.3971,200.06,8.68,96.53,0.9935,-0.1137,7.54,2.04,15.34,Sandstone Sedimentary,21_78,train
MN_BG_0125,18.80561,84.01159,Andhra Pradesh,0,0.0808,0.1252,0.2326,0.2399,0.1931,0.2079,2.8806,0.9291,0.8052,0.0154,194.32,5.61,317.57,-0.6747,0.7381,13.14,18.6,7.83,Alluvial Quaternary Plains,18_84,train
MN_BG_0126,22.36728,78.83342,Madhya Pradesh / Maharashtra,0,0.1035,0.1153,0.1806,0.291,0.2926,0.2361,1.7447,1.2393,1.0054,0.2341,256.08,3.38,31.98,0.5297,0.8482,15.02,13.81,6.3,Schist Gneiss Complex,22_78,test
MN_BG_0127,19.15512,84.2371,Odisha,0,0.0926,0.1633,0.2059,0.361,0.1917,0.2216,2.2242,0.8648,0.531,0.2736,191.42,4.55,239.11,-0.8581,-0.5134,7.7,23.76,4.93,Sandstone Sedimentary,19_84,test
MN_BG_0128,21.26494,80.31003,Madhya Pradesh / Maharashtra,0,0.0667,0.1285,0.2574,0.4026,0.2296,0.1608,3.8576,1.4282,0.5703,0.2201,277.25,5.59,273.03,-0.9986,0.0529,12.76,16.83,1.5,Schist Gneiss Complex,21_80,validation
MN_BG_0129,20.97044,83.19497,Odisha,0,0.0753,0.1757,0.2072,0.3927,0.2381,0.1863,2.7508,1.2781,0.6064,0.3091,265.84,3.11,101.68,0.9793,-0.2024,13.56,5.58,4.81,Sandstone Sedimentary,20_83,test
MN_BG_0130,20.94945,79.51447,Madhya Pradesh / Maharashtra,0,0.0717,0.1149,0.1513,0.302,0.266,0.1532,2.1089,1.7369,0.8808,0.3325,248.32,8.35,70.5,0.9427,0.3338,2.98,27.27,5.87,Schist Gneiss Complex,20_79,validation
MN_BG_0131,18.72517,83.29886,Andhra Pradesh,0,0.0968,0.129,0.2477,0.2588,0.231,0.1918,2.5582,1.2045,0.8924,0.0221,281.53,4.23,263.75,-0.9941,-0.1089,6.3,19.23,27.48,Sandstone Sedimentary,18_83,validation
MN_BG_0132,18.15294,84.33151,Andhra Pradesh,0,0.0792,0.1791,0.1982,0.2482,0.2615,0.1588,2.5037,1.6473,1.0539,0.1118,374.99,2.61,247.27,-0.9223,-0.3864,9.95,2.0,1.5,Schist Gneiss Complex,18_84,train
MN_BG_0133,21.1356,79.37176,Madhya Pradesh / Maharashtra,0,0.1184,0.1269,0.1756,0.4312,0.1755,0.2111,1.4828,0.8312,0.407,0.4213,170.49,8.45,91.56,0.9996,-0.0272,9.04,8.94,2.24,Schist Gneiss Complex,21_79,train
MN_BG_0134,18.11333,84.29434,Andhra Pradesh,0,0.0852,0.1724,0.2288,0.264,0.2459,0.1723,2.6847,1.4276,0.9316,0.0715,300.15,9.95,290.23,-0.9383,0.3458,10.55,22.27,2.34,Alluvial Quaternary Plains,18_84,train
MN_BG_0135,18.96108,83.19142,Andhra Pradesh,0,0.0789,0.1003,0.2218,0.2584,0.2517,0.239,2.8113,1.0533,0.9741,0.0763,368.11,4.07,77.59,0.9766,0.2149,6.12,17.28,4.2,Schist Gneiss Complex,18_83,validation
MN_BG_0136,22.24577,79.03536,Madhya Pradesh / Maharashtra,0,0.1084,0.1047,0.2479,0.3697,0.2824,0.12,2.2856,2.3528,0.7639,0.1973,272.69,4.06,136.62,0.6868,-0.7268,3.95,3.09,3.85,Deccan Basalt Trap,22_79,train
MN_BG_0137,14.61446,76.60706,Karnataka,0,0.0887,0.1014,0.1906,0.2263,0.2953,0.1353,2.1474,2.1824,1.3051,0.0856,338.68,7.85,302.21,-0.8461,0.533,8.66,9.83,7.92,Alluvial Quaternary Plains,14_76,validation
MN_BG_0138,18.82562,83.80972,Andhra Pradesh,0,0.0731,0.1096,0.1482,0.2806,0.1665,0.1881,2.0272,0.8851,0.5933,0.3087,303.89,7.69,26.73,0.4497,0.8932,6.29,3.08,10.48,Alluvial Quaternary Plains,18_83,validation
MN_BG_0139,18.08384,84.57903,Andhra Pradesh,0,0.1126,0.1264,0.1808,0.4475,0.2477,0.1838,1.6056,1.3478,0.5535,0.4243,244.57,7.59,154.51,0.4304,-0.9026,11.91,10.22,8.6,Schist Gneiss Complex,18_84,train
MN_BG_0140,18.28629,83.87907,Andhra Pradesh,0,0.1043,0.142,0.1439,0.4198,0.1691,0.2347,1.3804,0.7203,0.4027,0.4894,228.39,1.84,122.69,0.8416,-0.5401,8.06,2.16,1.5,Alluvial Quaternary Plains,18_83,validation
MN_BG_0141,14.70216,76.56641,Karnataka,0,0.0984,0.1541,0.1558,0.2739,0.2701,0.2365,1.5837,1.1423,0.9864,0.2748,209.36,2.41,170.24,0.1695,-0.9855,12.13,2.0,1.5,Deccan Basalt Trap,14_76,validation
MN_BG_0142,22.25181,79.04937,Madhya Pradesh / Maharashtra,0,0.0882,0.136,0.1968,0.3632,0.2258,0.1737,2.2313,1.2998,0.6216,0.2972,270.61,12.65,193.32,-0.2304,-0.9731,5.69,23.1,1.5,Schist Gneiss Complex,22_79,train
MN_BG_0143,15.7786,75.05472,Karnataka,0,0.0878,0.1351,0.1662,0.3113,0.1662,0.1533,1.8938,1.084,0.534,0.3038,237.73,7.76,294.55,-0.9096,0.4156,12.65,10.26,1.5,Schist Gneiss Complex,15_75,test
MN_BG_0144,13.6211,75.55179,Karnataka,0,0.1158,0.1132,0.1868,0.3879,0.2835,0.2005,1.6135,1.4139,0.731,0.3499,297.77,7.72,106.82,0.9572,-0.2894,3.84,15.21,24.64,Alluvial Quaternary Plains,13_75,train
MN_BG_0145,19.12174,83.00379,Andhra Pradesh,0,0.1031,0.1664,0.1449,0.4205,0.1959,0.1998,1.4057,0.9805,0.466,0.4875,342.91,8.46,33.22,0.5479,0.8365,13.03,27.67,4.14,Sandstone Sedimentary,19_83,train
MN_BG_0146,15.5246,75.43803,Karnataka,0,0.0988,0.1517,0.2466,0.3577,0.2303,0.1367,2.4964,1.6851,0.6438,0.1839,487.92,6.55,266.75,-0.9984,-0.0566,4.2,9.06,14.13,Deccan Basalt Trap,15_75,test
MN_BG_0147,19.06602,84.25079,Andhra Pradesh,0,0.0919,0.1359,0.1501,0.3119,0.2874,0.217,1.6327,1.3247,0.9216,0.3501,274.28,0.74,294.02,-0.9134,0.4071,7.83,22.91,4.14,Alluvial Quaternary Plains,19_84,test
MN_BG_0148,14.96484,76.78523,Karnataka,0,0.0954,0.1181,0.1861,0.3235,0.2411,0.2111,1.9505,1.142,0.7452,0.2696,231.71,4.97,189.29,-0.1615,-0.9869,7.12,8.6,1.5,Sandstone Sedimentary,14_76,validation
MN_BG_0149,18.05821,84.37143,Andhra Pradesh,0,0.1168,0.1272,0.2021,0.3071,0.1609,0.1663,1.73,0.9677,0.524,0.2064,329.28,9.18,36.45,0.5942,0.8043,8.93,22.12,6.94,Deccan Basalt Trap,18_84,train
MN_BG_0150,18.64209,83.21965,Odisha,0,0.1183,0.1183,0.2573,0.3423,0.179,0.1319,2.1745,1.357,0.5229,0.1418,397.7,0.2,112.75,0.9222,-0.3868,2.7,2.0,5.35,Deccan Basalt Trap,18_83,validation
MN_BG_0151,21.70902,84.09271,Odisha,0,0.0825,0.1379,0.1933,0.4488,0.2364,0.1306,2.3433,1.81,0.5266,0.3979,193.23,6.19,11.14,0.1932,0.9812,8.43,9.12,1.5,Alluvial Quaternary Plains,21_84,train
MN_BG_0152,15.76408,75.26856,Karnataka,0,0.1096,0.1567,0.1613,0.3367,0.2548,0.1482,1.4712,1.7195,0.7568,0.3523,325.75,5.71,59.49,0.8615,0.5077,13.54,10.5,35.0,Alluvial Quaternary Plains,15_75,test
MN_BG_0153,15.70524,74.82193,Karnataka,0,0.1069,0.1588,0.1761,0.2949,0.271,0.1754,1.6463,1.545,0.9187,0.2524,227.55,6.56,306.92,-0.7995,0.6007,10.6,2.0,7.19,Deccan Basalt Trap,15_74,train
MN_BG_0154,14.45434,75.5754,Karnataka,0,0.0623,0.1597,0.2059,0.2333,0.2553,0.176,3.3063,1.4505,1.0944,0.0623,314.43,5.26,33.72,0.5552,0.8317,11.11,16.86,5.42,Sandstone Sedimentary,14_75,train
MN_BG_0155,22.01888,79.38904,Madhya Pradesh / Maharashtra,0,0.0907,0.1394,0.2093,0.4191,0.2973,0.1689,2.3079,1.7601,0.7094,0.3339,336.9,7.14,206.47,-0.4457,-0.8952,13.16,26.83,1.5,Deccan Basalt Trap,22_79,train
MN_BG_0156,14.71046,75.7313,Karnataka,0,0.0976,0.1741,0.1423,0.3297,0.2563,0.2067,1.458,1.2397,0.7774,0.397,271.6,2.88,107.78,0.9522,-0.3054,10.13,5.33,13.05,Schist Gneiss Complex,14_75,train
MN_BG_0157,14.0689,77.07234,Karnataka,0,0.0605,0.1798,0.2212,0.4105,0.2012,0.1217,3.6545,1.6534,0.4902,0.2997,355.26,6.75,266.57,-0.9982,-0.0598,10.19,17.58,8.6,Sandstone Sedimentary,14_77,train
MN_BG_0158,21.75287,85.1385,Odisha,0,0.0653,0.139,0.1493,0.3137,0.217,0.1279,2.286,1.6963,0.6916,0.3551,236.55,2.82,290.96,-0.9338,0.3578,7.27,35.41,1.5,Alluvial Quaternary Plains,21_85,test
MN_BG_0159,14.91096,75.0987,Karnataka,0,0.0646,0.14,0.2353,0.3826,0.167,0.1287,3.6423,1.2973,0.4365,0.2383,145.32,2.91,83.66,0.9939,0.1105,11.99,31.78,4.15,Sandstone Sedimentary,14_75,train
MN_BG_0160,21.31439,79.59581,Madhya Pradesh / Maharashtra,0,0.0736,0.1512,0.2575,0.3588,0.2101,0.1977,3.5001,1.0625,0.5855,0.1644,233.31,0.2,210.91,-0.5137,-0.858,9.24,11.76,1.5,Schist Gneiss Complex,21_79,train
MN_BG_0161,21.18709,80.14209,Madhya Pradesh / Maharashtra,0,0.1094,0.1643,0.2063,0.3396,0.18,0.213,1.8866,0.8449,0.53,0.2442,287.7,0.2,102.34,0.9769,-0.2137,9.84,2.0,11.05,Sandstone Sedimentary,21_80,validation
MN_BG_0162,18.20057,84.69786,Odisha,0,0.0628,0.1221,0.2248,0.2344,0.2775,0.1205,3.5795,2.3037,1.1838,0.0209,204.73,7.68,113.86,0.9146,-0.4045,5.03,2.0,3.57,Sandstone Sedimentary,18_84,train
MN_BG_0163,21.73939,83.8474,Odisha,0,0.1073,0.1713,0.1921,0.4293,0.2128,0.2357,1.7893,0.903,0.4958,0.3818,313.88,3.45,177.77,0.0389,-0.9992,14.78,14.6,1.5,Sandstone Sedimentary,21_83,train
MN_BG_0164,21.19479,85.36546,Odisha,0,0.118,0.1609,0.2541,0.3816,0.2017,0.1326,2.154,1.5208,0.5287,0.2006,170.47,7.05,17.35,0.2982,0.9545,13.32,5.36,25.14,Schist Gneiss Complex,21_85,test
MN_BG_0165,18.56255,83.82386,Andhra Pradesh,0,0.0725,0.1295,0.1844,0.232,0.2675,0.17,2.5419,1.5735,1.1526,0.1145,319.41,6.1,76.32,0.9716,0.2365,7.02,25.46,1.94,Alluvial Quaternary Plains,18_83,validation
MN_BG_0166,15.14093,75.0859,Karnataka,0,0.0682,0.1521,0.2286,0.2926,0.2503,0.1674,3.3525,1.4949,0.8554,0.1227,479.34,2.5,320.48,-0.6364,0.7714,11.05,4.07,3.67,Alluvial Quaternary Plains,15_75,test
MN_BG_0167,18.66835,84.71821,Odisha,0,0.0761,0.1668,0.1418,0.3072,0.2072,0.1223,1.8639,1.6941,0.6746,0.3685,269.43,2.22,177.43,0.0448,-0.999,11.62,10.85,1.5,Sandstone Sedimentary,18_84,train
MN_BG_0168,22.2467,84.73184,Odisha,0,0.1007,0.1249,0.2329,0.3978,0.233,0.2371,2.3137,0.9825,0.5857,0.2615,80.0,7.22,43.27,0.6855,0.7281,10.87,3.7,1.5,Alluvial Quaternary Plains,22_84,train
MN_BG_0169,21.4472,84.72723,Odisha,0,0.0809,0.1297,0.1402,0.289,0.2505,0.2369,1.7328,1.0574,0.8669,0.3467,305.6,5.93,280.94,-0.9818,0.1897,1.0,4.33,1.5,Alluvial Quaternary Plains,21_84,train
MN_BG_0170,19.23574,84.58153,Odisha,0,0.1048,0.1379,0.1469,0.4403,0.292,0.2142,1.4015,1.363,0.6632,0.4995,205.73,5.26,346.6,-0.2318,0.9728,9.42,2.0,3.64,Sandstone Sedimentary,19_84,test
MN_BG_0171,21.11333,78.82385,Madhya Pradesh / Maharashtra,0,0.0973,0.1625,0.2094,0.2538,0.2736,0.1963,2.1511,1.3935,1.0778,0.0959,432.25,2.15,93.57,0.9981,-0.0622,11.05,4.12,5.08,Sandstone Sedimentary,21_78,train
MN_BG_0172,15.41085,74.38661,Karnataka,0,0.0688,0.1006,0.2157,0.323,0.1788,0.235,3.1335,0.761,0.5536,0.1991,268.69,0.38,180.22,-0.0038,-1.0,9.24,13.66,1.5,Deccan Basalt Trap,15_74,train
MN_BG_0173,22.09114,79.55723,Madhya Pradesh / Maharashtra,0,0.0928,0.1346,0.1453,0.2581,0.2224,0.1451,1.5655,1.5325,0.8615,0.2798,251.37,6.97,345.83,-0.2449,0.9696,8.69,3.61,4.6,Sandstone Sedimentary,22_79,train
MN_BG_0174,13.69732,76.06703,Karnataka,0,0.1189,0.1152,0.2351,0.4288,0.2921,0.2352,1.9779,1.2419,0.6812,0.2918,319.87,6.48,272.63,-0.9989,0.0459,8.58,2.12,5.18,Schist Gneiss Complex,13_76,train
MN_BG_0175,18.32154,84.15311,Andhra Pradesh,0,0.1,0.113,0.2078,0.3975,0.2298,0.1215,2.0782,1.8925,0.5783,0.3133,177.46,7.01,115.8,0.9003,-0.4352,10.38,2.0,4.48,Alluvial Quaternary Plains,18_84,train
MN_BG_0176,20.21974,85.34847,Odisha,0,0.0671,0.1231,0.1877,0.4315,0.2991,0.1254,2.7975,2.385,0.6931,0.3936,354.27,3.25,141.28,0.6254,-0.7803,13.79,16.84,20.05,Alluvial Quaternary Plains,20_85,train
MN_BG_0177,15.05823,75.27136,Karnataka,0,0.1073,0.1201,0.2077,0.3025,0.2519,0.1488,1.9364,1.6925,0.8329,0.1858,291.28,2.34,79.51,0.9833,0.1821,9.36,3.98,24.04,Alluvial Quaternary Plains,15_75,test
MN_BG_0178,18.5676,84.04416,Andhra Pradesh,0,0.091,0.1607,0.1739,0.3012,0.2852,0.2336,1.9109,1.2209,0.9468,0.2679,272.95,4.63,280.93,-0.9819,0.1896,12.19,7.76,5.51,Schist Gneiss Complex,18_84,train
MN_BG_0179,20.68275,83.30038,Odisha,0,0.0799,0.1684,0.1648,0.2364,0.1697,0.2329,2.0633,0.7285,0.7178,0.1783,80.0,5.8,291.92,-0.9277,0.3733,6.59,14.2,11.8,Deccan Basalt Trap,20_83,test
MN_BG_0180,18.19707,84.57659,Andhra Pradesh,0,0.0923,0.1226,0.191,0.2286,0.1779,0.2119,2.0686,0.8397,0.7781,0.0896,376.2,3.17,350.31,-0.1683,0.9857,8.64,3.08,2.9,Alluvial Quaternary Plains,18_84,train
